id,question,query,language
party_credit_note_list__1_hinglish_7,Ramdas Wholesale ke credit notes khicho.,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Ramdas Wholesale%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",hinglish
party_credit_note_list__1_hinglish_8,Ramdas Wholesale ke CN entries — list karo.,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Ramdas Wholesale%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",hinglish
party_credit_note_list__1_hinglish_9,Ramdas Wholesale ke credit note vouchers kya hain?,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Ramdas Wholesale%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",hinglish
party_credit_note_list__1_hinglish_10,Ramdas Wholesale ki saari CN entries dikhao.,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Ramdas Wholesale%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",hinglish
party_credit_note_list__1_hinglish_11,Ramdas Wholesale se jude credit notes nikalo.,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Ramdas Wholesale%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",hinglish
party_credit_note_list__1_hinglish_12,Ramdas Wholesale ko kitne credit notes jaari hue?,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Ramdas Wholesale%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",hinglish
party_credit_note_list__1_hinglish_13,Ramdas Wholesale ke credit note transactions ki list do.,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Ramdas Wholesale%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",hinglish
party_credit_note_list__1_hinglish_14,Ramdas Wholesale ke credit note date aur number dikhao.,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Ramdas Wholesale%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",hinglish
party_credit_note_list__1_hinglish_15,Ramdas Wholesale ki CN detail do.,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Ramdas Wholesale%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",hinglish
party_credit_note_list__1_hinglish_16,Ramdas Wholesale ke liye kaun se credit memos bane?,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Ramdas Wholesale%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",hinglish
party_credit_note_list__1_hinglish_17,Party Ramdas Wholesale ke CN vouchers dikhao.,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Ramdas Wholesale%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",hinglish
party_credit_note_list__1_hinglish_18,Ramdas Wholesale ke credit notes narration ke saath dikhao.,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Ramdas Wholesale%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",hinglish
party_credit_note_list__1_hinglish_19,Is period mein Ramdas Wholesale ko jaari credit notes dikhao.,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Ramdas Wholesale%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",hinglish
party_credit_note_list__2_en_0,Show credit notes for party Gujarat Plastics.,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Gujarat Plastics%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",en
party_credit_note_list__2_en_1,List all credit notes issued to Gujarat Plastics.,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Gujarat Plastics%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",en
party_credit_note_list__2_en_2,What credit notes exist for Gujarat Plastics?,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Gujarat Plastics%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",en
party_credit_note_list__2_en_3,Fetch credit note entries for Gujarat Plastics.,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Gujarat Plastics%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",en
party_credit_note_list__2_en_4,Display credit notes raised for Gujarat Plastics.,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Gujarat Plastics%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",en
party_credit_note_list__2_en_5,Get me credit notes of Gujarat Plastics.,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Gujarat Plastics%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",en
party_credit_note_list__2_en_6,Any credit notes for Gujarat Plastics? Show them.,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Gujarat Plastics%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",en
party_credit_note_list__2_en_7,Pull credit notes for party Gujarat Plastics.,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Gujarat Plastics%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",en
party_credit_note_list__2_en_8,Credit notes for Gujarat Plastics — list them.,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Gujarat Plastics%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",en
party_credit_note_list__2_en_9,What are the credit note vouchers for Gujarat Plastics?,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Gujarat Plastics%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",en
party_credit_note_list__2_en_10,Show all CN entries for Gujarat Plastics.,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Gujarat Plastics%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",en
party_credit_note_list__2_en_11,Retrieve credit notes linked to Gujarat Plastics.,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Gujarat Plastics%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",en
party_credit_note_list__2_en_12,How many credit notes were issued to Gujarat Plastics?,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Gujarat Plastics%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",en
party_credit_note_list__2_en_13,List credit note transactions for Gujarat Plastics.,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Gujarat Plastics%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",en
party_credit_note_list__2_en_14,Show credit note date and number for Gujarat Plastics.,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Gujarat Plastics%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",en
party_credit_note_list__2_en_15,Give credit note details for Gujarat Plastics.,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Gujarat Plastics%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",en
party_credit_note_list__2_en_16,What credit memos were raised for Gujarat Plastics?,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Gujarat Plastics%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",en
party_credit_note_list__2_en_17,Display CN vouchers for party Gujarat Plastics.,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Gujarat Plastics%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",en
party_credit_note_list__2_en_18,Show me credit notes with narration for Gujarat Plastics.,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Gujarat Plastics%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",en
party_credit_note_list__2_en_19,Get credit notes issued to Gujarat Plastics in this period.,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Gujarat Plastics%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",en
party_credit_note_list__2_hi_0,Gujarat Plastics के लिए क्रेडिट नोट दिखाओ।,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Gujarat Plastics%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",hi
party_credit_note_list__2_hi_1,Gujarat Plastics को जारी किए गए सभी क्रेडिट नोट की सूची दो।,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Gujarat Plastics%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",hi
party_credit_note_list__2_hi_2,Gujarat Plastics के क्रेडिट नोट क्या हैं?,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Gujarat Plastics%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",hi
party_credit_note_list__2_hi_3,Gujarat Plastics के क्रेडिट नोट एंट्री निकालो।,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Gujarat Plastics%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",hi
party_credit_note_list__2_hi_4,Gujarat Plastics के लिए उठाए गए क्रेडिट नोट दिखाएं।,"SELECT tv.date, tv.voucher_number, tv.narration
FROM trn_voucher tv
JOIN mst_vouchertype mvt ON tv._voucher_type = mvt.guid
WHERE mvt.name ILIKE '%Credit Note%'
  AND tv.party_name ILIKE '%Gujarat Plastics%'
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
ORDER BY tv.date DESC;",hi
